NM_MUNICIPIO;NR_ZONA;CD_CARGO;NM_CANDIDATO;NM_URNA_CANDIDATO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;QT_VOTOS_NOMINAIS
BOA VISTA;1;13;RAIMUNDO NONATO AREIA SILVA;RAIMUNDO DA ODIC;18;REDE;Rede Sustentabilidade;3
BOA VISTA;1;13;REJANE MESSIAS DE OLIVEIRA CARVALHO;REGY CARVALHO;18;REDE;Rede Sustentabilidade;337
BOA VISTA;5;13;REJANE MESSIAS DE OLIVEIRA CARVALHO;REGY CARVALHO;18;REDE;Rede Sustentabilidade;101
BOA VISTA;1;13;VIVIAN SOUSA FERREIRA;VIVI SOUSA ;18;REDE;Rede Sustentabilidade;35
BOA VISTA;5;13;VIVIAN SOUSA FERREIRA;VIVI SOUSA ;18;REDE;Rede Sustentabilidade;19
BOA VISTA;5;13;KLEBER MEDEIROS DE SOUZA;PROFESSOR KLEBER MEDEIROS  ;18;REDE;Rede Sustentabilidade;12
BOA VISTA;1;13;KLEBER MEDEIROS DE SOUZA;PROFESSOR KLEBER MEDEIROS  ;18;REDE;Rede Sustentabilidade;12
BOA VISTA;5;13;RAY KLEBER GOMES SILVA DA SILVA;RAY KLEBER ;18;REDE;Rede Sustentabilidade;298
BOA VISTA;1;13;RAY KLEBER GOMES SILVA DA SILVA;RAY KLEBER ;18;REDE;Rede Sustentabilidade;451
BOA VISTA;5;13;SAND CLEY DE SOUZA COUTINHO JÚNIOR;SAND JÚNIOR;18;REDE;Rede Sustentabilidade;0
BOA VISTA;1;13;SAND CLEY DE SOUZA COUTINHO JÚNIOR;SAND JÚNIOR;18;REDE;Rede Sustentabilidade;11
BOA VISTA;5;13;WESLEN BARBOSA DE LIMA;WESLEN LIMA;18;REDE;Rede Sustentabilidade;19
BOA VISTA;1;13;WESLEN BARBOSA DE LIMA;WESLEN LIMA;18;REDE;Rede Sustentabilidade;72
NORMANDIA;5;13;DASMACENO DE SOUZA SEGUNDO;TUXAUA DAMASCENO;18;REDE;Rede Sustentabilidade;73
NORMANDIA;5;13;JUCIMARA DE LIMA DIMAS;PROFESSORA JUCI DIMAS;18;REDE;Rede Sustentabilidade;42
NORMANDIA;5;13;GIOVANI DE OLIVEIRA;GIOVANI INSIKIRAN;18;REDE;Rede Sustentabilidade;38
NORMANDIA;5;13;WANILDO DA SILVA FARIAS;PROFESSOR WANILDO;18;REDE;Rede Sustentabilidade;0
NORMANDIA;5;13;ANTÔNIO LINDOMAR MARCELINO LIMA;LINDOMAR LIMA;18;REDE;Rede Sustentabilidade;327
NORMANDIA;5;13;DELIANA DE SOUZA FIDELIX;DELIANA FIDELIX;18;REDE;Rede Sustentabilidade;44
CANTÁ;5;13;JOSIMAR GALÉ DE SOUZA;JOSIMAR  DO BARRO VERMELHO;18;REDE;Rede Sustentabilidade;9
CANTÁ;5;13;RAFAELA PEREIRA DE LIMA;RAFAELA;18;REDE;Rede Sustentabilidade;16
ALTO ALEGRE;3;13;CHARLES LOPES DE OLIVEIRA;CHARLES DO POLO;55;PSD;Partido Social Democrático;470
ALTO ALEGRE;3;13;JOSUÉ SOUSA CHAVES;JOSUÉ DA HORTA;55;PSD;Partido Social Democrático;495
ALTO ALEGRE;3;13;ANTONIETA DE ALCÂNTARA PEREIRA VIANA;TIETA ALCÂNTARA VIANA;55;PSD;Partido Social Democrático;112
ALTO ALEGRE;3;13;KARINA RIBEIRO PEREIRA;KARINA;55;PSD;Partido Social Democrático;9
PACARAIMA;7;13;IRANILDE BARBOSA DOS SANTOS;OLGA MACUXI;55;PSD;Partido Social Democrático;89
PACARAIMA;7;13;DELTON DA SILVA MELO;TUXAUA DELTON;55;PSD;Partido Social Democrático;107
PACARAIMA;7;13;GERARD BERGER SOUZA PIMENTEL;BERG PIMENTEL;55;PSD;Partido Social Democrático;191
UIRAMUTÃ;7;13;YUNÍCIA DE SOUZA PEREIRA;YUNÍCIA SOUZA MACUXI;18;REDE;Rede Sustentabilidade;62
UIRAMUTÃ;7;13;RONALDO PEREIRA ANDRÉ;TUXAUA RONALDO ANDRÉ;18;REDE;Rede Sustentabilidade;90
UIRAMUTÃ;7;13;ERONILSON ALEXANDRE AMBRÓSIO;ERONILSON;18;REDE;Rede Sustentabilidade;123
UIRAMUTÃ;7;13;JULINEIDE SAMPAIO DE SOUZA;JULINEIDE SAMPAIO;18;REDE;Rede Sustentabilidade;103
UIRAMUTÃ;7;13;VALMIRO ESTÁCIO LOURENÇO;PANTON;18;REDE;Rede Sustentabilidade;54
AMAJARI;7;13;JONISON TRAJANO CARMO;PROF JONISON TRAJANO;23;CIDADANIA;Cidadania;98
AMAJARI;7;13;REGIVANI SILVA DOS SANTOS;PSICÓLOGA REGIVANI;23;CIDADANIA;Cidadania;2
AMAJARI;7;13;KENNYA CAROLYNE QUEIROZ SOUZA;KAROL QUEIROZ;23;CIDADANIA;Cidadania;31
AMAJARI;7;13;PEDRO HENRIQUE DOS SANTOS PADILHA;PEDRINHO DA PONTA DA SERRA;23;CIDADANIA;Cidadania;51
UIRAMUTÃ;7;13;LÚCIA DA SILVA DE SOUZA;LÚCIA MAKUUSI PA ;50;PSOL;Partido Socialismo e Liberdade;9
UIRAMUTÃ;7;13;JANDERLEI TOMAZ DOS SANTOS;JANDERLEI;50;PSOL;Partido Socialismo e Liberdade;44
RORAINÓPOLIS;8;13;FRANCIELLE EUSEBIO MUNHOZ DIAS NOVO;FRANCIELLE NOVO;10;REPUBLICANOS;REPUBLICANOS;381
CAROEBE;4;13;FRANCISCO PEREIRA SOUSA;VALDO;10;REPUBLICANOS;REPUBLICANOS;238
CAROEBE;4;13;EVA CUSTODIO CUNHA;EVA CUSTÓDIO;10;REPUBLICANOS;REPUBLICANOS;147
CAROEBE;4;13;ISMAEL SANTANA PAES;ISMAEL DA SUCATA;10;REPUBLICANOS;REPUBLICANOS;75
CAROEBE;4;13;MARIA FILOMENA COSTA SOUSA;FILÓ;10;REPUBLICANOS;REPUBLICANOS;275
CAROEBE;4;13;NICODEMIO SARAIVA DE FREITAS;NICODEMIO;10;REPUBLICANOS;REPUBLICANOS;77
CAROEBE;4;13;JULIO CESAR GRIGIO;IRMÃO JÚLIO CÉSAR;10;REPUBLICANOS;REPUBLICANOS;24
BONFIM;5;13;CLEILSON DA CONCEIÇÃO;IRMÃO CLEILSON;55;PSD;Partido Social Democrático;305
BONFIM;5;13;ROGÉRIO ALVES CARVALHO;ROGÉRIO DO CAMINHÃO;55;PSD;Partido Social Democrático;123
BONFIM;5;13;VANDENHA DA SILVA SEVASTIÃO SOUZA;VANDENHA SOUZA;55;PSD;Partido Social Democrático;58
BONFIM;5;13;GILVANDRO CHAGAS CORREA;GIL DO RENASCER;55;PSD;Partido Social Democrático;207
BONFIM;5;13;SAVANA CHRIS TEIXEIRA LINHARES;SAVANA LINHARES;55;PSD;Partido Social Democrático;65
BONFIM;5;13;DIVANEIDE LOURENÇO DE QUEIROZ;PROFESSORA DIVA QUEIROZ;55;PSD;Partido Social Democrático;248
AMAJARI;7;11;PEDRO SARMET MOREIRA DE BARROS SALOMÃO;DR PEDRO;30;NOVO;Partido Novo;333
CARACARAÍ;2;13;NAYKON CARVALHO DOS SANTOS;NAYKON CARVALHO;30;NOVO;Partido Novo;4
CARACARAÍ;2;13;ARLENICE BORGES NASCIMENTO;ARLENICE DO QUARENTENÁRIO;30;NOVO;Partido Novo;6
CARACARAÍ;2;13;EUDSON MEDEIROS DA SILVA;EUDSON DA METALURGICA;30;NOVO;Partido Novo;9
CARACARAÍ;2;13;EGLERSON DE LIMA ROCHA;GABIRRAIDE  MOTO TAXI;30;NOVO;Partido Novo;23
CARACARAÍ;2;13;MARCELO BATISTA DE OLIVEIRA;MARCELO BATISTA;30;NOVO;Partido Novo;9
CARACARAÍ;2;13;LEIDLENE DOS SANTOS LIMA;LEID DA FARMACIA;30;NOVO;Partido Novo;6
CARACARAÍ;2;13;FLAVIO PEREIRA DE LIMA;FLAVIO LIMA;30;NOVO;Partido Novo;6
CARACARAÍ;2;13;MARIA LUIZA DA SILVA PEREIRA;MARIA LUIZA PEREIRA;30;NOVO;Partido Novo;3
BOA VISTA;5;13;ELEDILSON GOMES BAIA;BAÍA GARÇOM;30;NOVO;Partido Novo;175
BOA VISTA;1;13;ELEDILSON GOMES BAIA;BAÍA GARÇOM;30;NOVO;Partido Novo;135
BOA VISTA;1;13;GABRIEL DANTE GUERRA DE OLIVEIRA CAMARÃO;DR GABRIEL CAMARÃO;30;NOVO;Partido Novo;403
BOA VISTA;5;13;GABRIEL DANTE GUERRA DE OLIVEIRA CAMARÃO;DR GABRIEL CAMARÃO;30;NOVO;Partido Novo;260
BOA VISTA;1;13;LEONICE PEREIRA DE SOUZA NEVES;MISSIONÁRIA LEONICE;30;NOVO;Partido Novo;7
BOA VISTA;1;13;ANDREIA BATISTA GONÇALVES;ANDREIA GONÇALVES;10;REPUBLICANOS;REPUBLICANOS;23
BOA VISTA;5;13;MICHELLE AMORIM ROCHA;MICHELLY AMORIM;10;REPUBLICANOS;REPUBLICANOS;45
BOA VISTA;1;13;MICHELLE AMORIM ROCHA;MICHELLY AMORIM;10;REPUBLICANOS;REPUBLICANOS;60
RORAINÓPOLIS;8;13;RAIMUNDO FRANCISCO DA SILVA FALCAO;FALCÃO RADIALISTA;10;REPUBLICANOS;REPUBLICANOS;100
RORAINÓPOLIS;8;13;JOAO BARRA DE OLIVEIRA;JOÃO BARRA;10;REPUBLICANOS;REPUBLICANOS;123
RORAINÓPOLIS;8;13;ROSANGELA SILVA LIMA;ROSANGELA LIMA MÃE DE AUTISTA;10;REPUBLICANOS;REPUBLICANOS;25
RORAINÓPOLIS;8;13;FRANCISCA ALVES RODRIGUES SILVA;IRMÃ VÂNIA;10;REPUBLICANOS;REPUBLICANOS;44
RORAINÓPOLIS;8;13;CRISTIANE FERREIRA DE LIMA;ENFERMEIRA CRISTIANE;10;REPUBLICANOS;REPUBLICANOS;336
SÃO LUIZ;4;13;KANIDIULIO PAIVA DE LIMA;DHULIO PAIVA;10;REPUBLICANOS;REPUBLICANOS;182
SÃO LUIZ;4;13;GILSON SOUZA DOS SANTOS;GILSON DA SAÚDE;10;REPUBLICANOS;REPUBLICANOS;51
SÃO LUIZ;4;13;ANA KAROLINA ALMEIDA DOS SANTOS VIEIRA;KAROL DO BANANEIRO;10;REPUBLICANOS;REPUBLICANOS;205
SÃO LUIZ;4;13;YVAN WAI WAI;PROFESSOR YVAN;10;REPUBLICANOS;REPUBLICANOS;110
SÃO LUIZ;4;13;JONAIRTON RODRIGUES DA SILVA;JONAIRTON RODRIGUES;10;REPUBLICANOS;REPUBLICANOS;202
SÃO LUIZ;4;13;DEUZANI LIMA DE SOUZA;DEUZANI;10;REPUBLICANOS;REPUBLICANOS;18
UIRAMUTÃ;7;13;GELSON JOSE MARTINS;GELSON INGARICÓ;10;REPUBLICANOS;REPUBLICANOS;137
UIRAMUTÃ;7;13;DEBRÃO LIMA DA SILVA;DEBRÃO SILVA;10;REPUBLICANOS;REPUBLICANOS;16
UIRAMUTÃ;7;13;DARILENE SOUZA LIMA;PROFESSORA DARILENE LIMA;10;REPUBLICANOS;REPUBLICANOS;208
UIRAMUTÃ;7;13;GETULIO CLEMENTINO BARBOSA;COORDENADOR GETULIO;10;REPUBLICANOS;REPUBLICANOS;107
UIRAMUTÃ;7;13;TANIA BATISTA DA SILVA;TANIA BATISTA;10;REPUBLICANOS;REPUBLICANOS;100
UIRAMUTÃ;7;13;ELINEUDE BRASIL DE PINHO;PROF. ELINEUDE PINHO;10;REPUBLICANOS;REPUBLICANOS;81
CARACARAÍ;2;13;ANTÔNIA DE MELO MOURÃO;TOINHA MELO;55;PSD;Partido Social Democrático;108
CARACARAÍ;2;13;ANA LETÍCIA DA SILVA COLARES;LETÍCIA COLARES;55;PSD;Partido Social Democrático;12
CARACARAÍ;2;13;REINALDO BARROS RODRIGUES;ZACA;55;PSD;Partido Social Democrático;16
CARACARAÍ;2;13;VALDEMAR FERREIRA LIMA NETO;VALDEMAR FERREIRA PÉ NO CHÃO;55;PSD;Partido Social Democrático;170
CARACARAÍ;2;13;IRACY DE OLIVEIRA VIANA;PROFESSORA IRACY VIANA;55;PSD;Partido Social Democrático;23
CARACARAÍ;2;13;EDINALDO DA SILVA RIBEIRO;GAGO DO QUINHENTOS;55;PSD;Partido Social Democrático;0
CARACARAÍ;2;13;IRAPUAN ALBERTINO DE SOUZA NETO;PROFESSOR IRAPUAN;55;PSD;Partido Social Democrático;205
CARACARAÍ;2;13;LUÉLISSON SOUZA PINHEIRO;WALYSON SOUZA;55;PSD;Partido Social Democrático;53
BONFIM;5;13;MARCELIO FERNANDES LEITE;CELIO DO TUCANO;12;PDT;Partido Democrático Trabalhista;35
BONFIM;5;13;ALESSANDRO SOUZA DA SILVA;ALESSANDRO SOUZA;12;PDT;Partido Democrático Trabalhista;15
BONFIM;5;13;MACIEL NASCIMENTO SILVA;MACIEL SILVA;12;PDT;Partido Democrático Trabalhista;34
BONFIM;5;13;CHERON VIEIRA PEIXOTO;CHERON PEIXOTO;12;PDT;Partido Democrático Trabalhista;6
BONFIM;5;13;LUCAS SOUZA CASTRO;LUCAS CASTRO;12;PDT;Partido Democrático Trabalhista;0
BONFIM;5;13;ROSIVALDO BEZERRA DA SILVA;ROSIVALDO BEZERRA;12;PDT;Partido Democrático Trabalhista;48
BONFIM;5;13;CARLOS ALBERTO DE PINHO;CARLOS POPULAR;12;PDT;Partido Democrático Trabalhista;12
BONFIM;5;13;ÍTALO BEZERRA CARVALHO DA COSTA SANTOS;ÍTALO BEZERRA;12;PDT;Partido Democrático Trabalhista;189
BONFIM;5;13;ALDENIRA COSTA MAIA;ALDENIRA MAIA;12;PDT;Partido Democrático Trabalhista;69
BONFIM;5;13;MARIA DA PAZ GOMES PINHO;PAIZINHA DO PA ARRAIA;12;PDT;Partido Democrático Trabalhista;108
NORMANDIA;5;13;LIDIANE SILVA DA COSTA;PROF LIDIANE;12;PDT;Partido Democrático Trabalhista;62
CARACARAÍ;2;13;SILVIO MANOEL DE LIMA JUNIOR;JÚNIOR PARAÍBA;45;PSDB;Partido da Social Democracia Brasileira;290
CANTÁ;5;13;ALEX LIMA DA SILVA;ALEX LIMA;11;PP;PROGRESSISTAS;596
CANTÁ;5;13;PARIMA DIAS VERAS JUNIOR;PARIMA VERAS;11;PP;PROGRESSISTAS;550
BONFIM;5;13;OSCAR JOSÉ DRESCH;IRMÃO OSCAR;55;PSD;Partido Social Democrático;473
BONFIM;5;13;MURIEL KIM EVANGELISTA BUENO;MURIEL EVANGELISTA;55;PSD;Partido Social Democrático;591
BOA VISTA;1;13;THIAGO CESAR REIS PEREIRA;PROFESSOR THIAGO REIS;55;PSD;Partido Social Democrático;2055
BOA VISTA;5;13;THIAGO CESAR REIS PEREIRA;PROFESSOR THIAGO REIS;55;PSD;Partido Social Democrático;988
BOA VISTA;1;13;ANNE CAROLINY DANTAS PEREIRA;CAROL DANTAS;55;PSD;Partido Social Democrático;1618
BOA VISTA;5;13;ANNE CAROLINY DANTAS PEREIRA;CAROL DANTAS;55;PSD;Partido Social Democrático;1029
ALTO ALEGRE;3;13;ANDRESA SILVA DA SILVEIRA;ANDRESA SILVEIRA;55;PSD;Partido Social Democrático;660
ALTO ALEGRE;3;13;RADAMES PEREIRA DE MELO;KIKO MELO;55;PSD;Partido Social Democrático;518
PACARAIMA;7;13;RODVAN ALVES DA SILVA;RODVAN ALVES;55;PSD;Partido Social Democrático;424
ALTO ALEGRE;3;13;VALDENIR SOARES ALVES;VALDENIR MAGRÃO;15;MDB;Movimento Democrático Brasileiro;751
MUCAJAÍ;6;13;TIAGO CARLOS BRITO;THIAGO BRITO;15;MDB;Movimento Democrático Brasileiro;359
RORAINÓPOLIS;8;13;RAQUEL RAMOS GENELHU;RAQUEL GENELHÚ;15;MDB;Movimento Democrático Brasileiro;448
NORMANDIA;5;13;SIRLEY FERNANDES DOS SANTOS;SIRLEY BARROS;55;PSD;Partido Social Democrático;391
NORMANDIA;5;13;NATHÃN CRISTIAN OLIVEIRA SOUZA;NATHÃN OLIVEIRA;55;PSD;Partido Social Democrático;439
BOA VISTA;1;13;MANOEL NEVES DE MACEDO;MANOEL NEVES;10;REPUBLICANOS;REPUBLICANOS;1703
BOA VISTA;5;13;MANOEL NEVES DE MACEDO;MANOEL NEVES;10;REPUBLICANOS;REPUBLICANOS;1669
BOA VISTA;1;13;ITALO OTAVIO TEIXEIRA PINTO;ITALO OTAVIO;10;REPUBLICANOS;REPUBLICANOS;2240
BOA VISTA;5;13;ITALO OTAVIO TEIXEIRA PINTO;ITALO OTAVIO;10;REPUBLICANOS;REPUBLICANOS;1784
BOA VISTA;1;13;GENILSON COSTA E SILVA;GENILSON COSTA;10;REPUBLICANOS;REPUBLICANOS;1972
BOA VISTA;5;13;GENILSON COSTA E SILVA;GENILSON COSTA;10;REPUBLICANOS;REPUBLICANOS;1772
RORAINÓPOLIS;8;13;ANDREIA SALDANHA MAIA;ANDREIA MAIA;10;REPUBLICANOS;REPUBLICANOS;1050
RORAINÓPOLIS;8;13;DAVI IBERNOM MENDES;DR DAVI;10;REPUBLICANOS;REPUBLICANOS;803
SÃO LUIZ;4;13;GERSON ALVES OLIVEIRA;GERSON ALVES;10;REPUBLICANOS;REPUBLICANOS;305
SÃO LUIZ;4;13;JANIELLY SALAZAR PONTES;JANY DO AÇAÍ;10;REPUBLICANOS;REPUBLICANOS;223
UIRAMUTÃ;7;13;MAX FERREIRA DOS SANTOS;LOBÃO;10;REPUBLICANOS;REPUBLICANOS;488
ALTO ALEGRE;3;13;SANDRIELY FERNANDES CUNHA;SANDRIELY CUNHA;10;REPUBLICANOS;REPUBLICANOS;706
ALTO ALEGRE;3;13;FABIO DA SILVA COSTA;FÁBIO COSTA;10;REPUBLICANOS;REPUBLICANOS;751
ALTO ALEGRE;3;13;AUGUSTINHO PEDROSO;AUGUSTINHO PEDROSO;10;REPUBLICANOS;REPUBLICANOS;557
BONFIM;5;13;ANTONIO GIUERLISON RODRIGUES SANTOS;PROFESSOR GIL;10;REPUBLICANOS;REPUBLICANOS;464
MUCAJAÍ;6;13;MARIA DO SOCORRO RESENDE;SOCORRO DO HOSPITAL;10;REPUBLICANOS;REPUBLICANOS;412
MUCAJAÍ;6;13;RAQUEL GADELHA LOPES;PROFESSORA RAQUEL;10;REPUBLICANOS;REPUBLICANOS;402
CARACARAÍ;2;13;ADRIANA SOUSA DOS SANTOS;ADRIANA DA CIVIL;10;REPUBLICANOS;REPUBLICANOS;416
CARACARAÍ;2;13;JANILSON FAUSTINO BASTOS;JANILSON BASTOS;10;REPUBLICANOS;REPUBLICANOS;451
CAROEBE;4;13;REGIANE APARECIDA DA SILVA SCHUMAR;REGIANE SCHUMAR;10;REPUBLICANOS;REPUBLICANOS;403
CAROEBE;4;13;HILBERG BARROS AROUCHA;TITAN;10;REPUBLICANOS;REPUBLICANOS;451
PACARAIMA;7;13;INALDA LIMA DA CRUZ;PROF INALDA;55;PSD;Partido Social Democrático;39
PACARAIMA;7;13;JOSE FABIANO DE LIMA GOMES;FABIANO GOMES;55;PSD;Partido Social Democrático;34
PACARAIMA;7;13;LUCIJANE SOUZA DE SOUZA;PROF JANE;55;PSD;Partido Social Democrático;18
PACARAIMA;7;13;VALDENILSO DA SILVA CHAVES;CARECA;55;PSD;Partido Social Democrático;36
PACARAIMA;7;13;MIZAEL MENDES DA SILVA;MIZAEL MENDES;55;PSD;Partido Social Democrático;160
ALTO ALEGRE;3;13;JOHNNY DA CUNHA DANTAS;JOHNNY DANTAS;15;MDB;Movimento Democrático Brasileiro;107
ALTO ALEGRE;3;13;ELIANA SOUZA LOPES;ELIANA DO RECREAR;15;MDB;Movimento Democrático Brasileiro;5
ALTO ALEGRE;3;13;ELIAQUIM BARBOSA PEREIRA;DR ELIAQUIM;15;MDB;Movimento Democrático Brasileiro;32
ALTO ALEGRE;3;13;FRANCISCA RODRIGUES DE OLIVEIRA;FRANCISCA RODRIGUES;15;MDB;Movimento Democrático Brasileiro;87
ALTO ALEGRE;3;13;FÁBIO DE JESUS DA SILVA ALMEIDA;PROF FÁBIO ALMEIDA;15;MDB;Movimento Democrático Brasileiro;91
ALTO ALEGRE;3;13;FRANCISCO DE PAULA GUIMARÃES;CHILENO DE PAULA;15;MDB;Movimento Democrático Brasileiro;63
ALTO ALEGRE;3;13;FERNANDA SOUZA DE SÁ;FERNANDA DE SÁ;15;MDB;Movimento Democrático Brasileiro;9
ALTO ALEGRE;3;13;LORIVO PAPE;LORIVO PAPE;15;MDB;Movimento Democrático Brasileiro;189
ALTO ALEGRE;3;13;LEVI BEZERRA LIMA;LEVI TAXISTA;15;MDB;Movimento Democrático Brasileiro;135
MUCAJAÍ;6;13;JOSÉ DO BONFIM DIAS DE OLIVEIRA;IRMAO ZEZINHO;15;MDB;Movimento Democrático Brasileiro;61
MUCAJAÍ;6;13;ANTONIO LIMA DE SOUSA;PROFESSOR MÁRCIO;15;MDB;Movimento Democrático Brasileiro;84
MUCAJAÍ;6;13;HARLLESSON CHRISTIAN MENEZES BIBIANO;HARLLESSON BIBIANO;15;MDB;Movimento Democrático Brasileiro;285
MUCAJAÍ;6;13;JANIRA DA COSTA LIMA;JANIRA LIMA;15;MDB;Movimento Democrático Brasileiro;98
MUCAJAÍ;6;13;JOSÉ TARQUINIO NUNES MELO;TARQUINIO MELO;15;MDB;Movimento Democrático Brasileiro;297
MUCAJAÍ;6;13;DIOCIONE VASCONCELOS SILVA;DIOCIONE;15;MDB;Movimento Democrático Brasileiro;44
MUCAJAÍ;6;13;ANTONIO RAMADÃ SOUZA SANTOS;RAMADÃ SOUZA;15;MDB;Movimento Democrático Brasileiro;110
MUCAJAÍ;6;13;NATALIA MACHADO LACERDA;NATALIA;15;MDB;Movimento Democrático Brasileiro;254
MUCAJAÍ;6;13;JOSÉ CRAVINO DE OLIVEIRA FILHO;IRMÃO TIBA;15;MDB;Movimento Democrático Brasileiro;53
MUCAJAÍ;6;13;ANTONIO CARLOS SILVA FERNANDES;CARLÃO DA COOTAM;15;MDB;Movimento Democrático Brasileiro;89
RORAINÓPOLIS;8;13;SERGIO CUNHA DA SILVA;SERGIO CUNHA;15;MDB;Movimento Democrático Brasileiro;183
RORAINÓPOLIS;8;13;SARA DE SOUZA PORTO;SARA PORTO;15;MDB;Movimento Democrático Brasileiro;199
RORAINÓPOLIS;8;13;WESLEY ALVES FERREIRA;WESLEY FERREIRA;15;MDB;Movimento Democrático Brasileiro;79
RORAINÓPOLIS;8;13;CIDALINO MARIANO DE LIMA;PROF CIDALINO;15;MDB;Movimento Democrático Brasileiro;307
RORAINÓPOLIS;8;13;RAQUEL FEITOSA FONTES;RAQUEL DO FRANGO;15;MDB;Movimento Democrático Brasileiro;195
RORAINÓPOLIS;8;13;ARMEL NASCIMENTO RAMIREZ;ARMEL RAMIREZ;15;MDB;Movimento Democrático Brasileiro;82
RORAINÓPOLIS;8;13;MARINEUZA CLAVAIS DE SÁ;PROF MARINEUZA SÁ;15;MDB;Movimento Democrático Brasileiro;79
RORAINÓPOLIS;8;13;JOSÉ GILBERTO ALMEIDA SANTIAGO;GIBERTINHO DA 36;15;MDB;Movimento Democrático Brasileiro;79
RORAINÓPOLIS;8;13;GILDESANDRO DE SOUZA CUNHA;SANDRO CUNHA;15;MDB;Movimento Democrático Brasileiro;146
RORAINÓPOLIS;8;13;SAMIA DE SOUZA ALMEIDA;IRMÃ SÂMIA DA COLINA;15;MDB;Movimento Democrático Brasileiro;130
RORAINÓPOLIS;8;13;CICERO SOUZA FEITOZA;AMIGO RODRIGO;15;MDB;Movimento Democrático Brasileiro;76
RORAINÓPOLIS;8;13;FRANCISCO JOSÉ VASCONCELOS ALVES;GORDINHO DO EQUADOR;15;MDB;Movimento Democrático Brasileiro;183
NORMANDIA;5;13;HÉRICSON FÁBIO BARROS DE SOUZA;FÁBIO SOUZA;55;PSD;Partido Social Democrático;199
NORMANDIA;5;13;RONI MARCELO LIMA DE OLIVEIRA;PROF RONI MARCELO;55;PSD;Partido Social Democrático;272
NORMANDIA;5;13;OSMAR DANTAS ALMEIDA;BAIANO;55;PSD;Partido Social Democrático;216
PACARAIMA;7;13;ARLINDO FONTELLES DE LIMA;ARLINDO DO TÁXI;10;REPUBLICANOS;REPUBLICANOS;232
PACARAIMA;7;13;GLAUCINEIDE PEREIRA PAULA;GLAUCINEIDE PAULA;10;REPUBLICANOS;REPUBLICANOS;42
PACARAIMA;7;13;ARMANDINA LOPES DA ENCARNACAO;DAYA;10;REPUBLICANOS;REPUBLICANOS;14
PACARAIMA;7;13;ODILEIS ALVES DA SILVA;CABOCO ODILEIS;10;REPUBLICANOS;REPUBLICANOS;151
AMAJARI;7;13;FRANCISCA DAS CHAGAS SANTIAGO FELIPE;KÁTIA DO JERÔNIMO;10;REPUBLICANOS;REPUBLICANOS;148
AMAJARI;7;13;LEANDRA FABIANE SANTOS GENTIL;LEANDRA GENTIL;10;REPUBLICANOS;REPUBLICANOS;36
AMAJARI;7;13;ROSANGELA PEDRINA MORAES SANTANA;ZANZA SANTANA;10;REPUBLICANOS;REPUBLICANOS;230
AMAJARI;7;13;SIDINEI VERAS;PROF. SIDINEI TEPEQUEM;10;REPUBLICANOS;REPUBLICANOS;68
AMAJARI;7;13;ELENRILTON BARBOSA RODRIGUES;ELENRILTON RODRIGUES;10;REPUBLICANOS;REPUBLICANOS;160
AMAJARI;7;13;MARCELA SILVA PINHEIRO;DR. MARCELA MOTA;10;REPUBLICANOS;REPUBLICANOS;217
AMAJARI;7;13;EZEQUIEL DA SILVA;EZEQUIEL DA SILVA;10;REPUBLICANOS;REPUBLICANOS;1
IRACEMA;6;13;LUCAS DA SILVA E SILVA;LUCAS SILVA;10;REPUBLICANOS;REPUBLICANOS;1
IRACEMA;6;13;WILLYS LEAL COSTA;DDD;10;REPUBLICANOS;REPUBLICANOS;214
IRACEMA;6;13;WALDEMIR AGUIAR DE SOUSA;WALDEMIR;10;REPUBLICANOS;REPUBLICANOS;194
IRACEMA;6;13;REINALDO SOUSA ALMEIDA;IRMÃO REINALDO;10;REPUBLICANOS;REPUBLICANOS;235
IRACEMA;6;13;JANES LOPES BATISTA DOS SANTOS;JÂNIO;10;REPUBLICANOS;REPUBLICANOS;109
IRACEMA;6;13;MARIA DE JESUS SILVA LIMA;GOIÓ;10;REPUBLICANOS;REPUBLICANOS;140
IRACEMA;6;13;ANALU FERNANDES NUNES;ANALU;10;REPUBLICANOS;REPUBLICANOS;177
IRACEMA;6;13;MARIA REGINA TRINDADE DA SILVA;REGINA TRINDADE;10;REPUBLICANOS;REPUBLICANOS;13
NORMANDIA;5;13;DANIELE MARIA DA SILVA ESBELL;DANI ESBELL;10;REPUBLICANOS;REPUBLICANOS;186
NORMANDIA;5;13;CARLOS ALBERTO BATISTA DA SILVA;KATIO BATISTA;10;REPUBLICANOS;REPUBLICANOS;203
NORMANDIA;5;13;ISIS PEDROSA CASTRO E SILVA;ISIS PEDROSA;10;REPUBLICANOS;REPUBLICANOS;6
NORMANDIA;5;13;CLAUDIANA ANDREIA DE SOUZA;XUXA;10;REPUBLICANOS;REPUBLICANOS;127
NORMANDIA;5;13;EDUARDO ADRIANO DE MELO OLIVEIRA;EDUARDO OLIVEIRA;10;REPUBLICANOS;REPUBLICANOS;226
NORMANDIA;5;13;ADAMO SOARES DONADELLI;ADAMO;10;REPUBLICANOS;REPUBLICANOS;217
BOA VISTA;5;13;JÚLIO CÉZAR MEDEIROS LIMA;JÚLIO CÉZAR MEDEIROS;15;MDB;Movimento Democrático Brasileiro;1933
